date,instrument,yield_annual,yield_idr
2026-01-10,mmf,0.044855032152872676,0.044855032152872676
2026-01-11,mmf,0.044849521450919694,0.044849521450919694
2026-01-12,mmf,0.044844012102631226,0.044844012102631226
2026-01-13,mmf,0.044838504107512334,0.044838504107512334
2026-01-14,mmf,0.04483299746506275,0.04483299746506275
2026-01-15,mmf,0.0448274921747851,0.0448274921747851
2026-01-16,mmf,0.04482198823617889,0.04482198823617889
2026-01-17,mmf,0.04481648564874985,0.04481648564874985
2026-01-18,mmf,0.04481098441199727,0.04481098441199727
2026-01-19,mmf,0.04480548452542665,0.04480548452542665
2026-01-20,mmf,0.04479998598854085,0.04479998598854085
2026-01-21,mmf,0.04479448880084225,0.04479448880084225
2026-01-22,mmf,0.044788992961833474,0.044788992961833474
2026-01-23,mmf,0.04478349847101715,0.04478349847101715
2026-01-24,mmf,0.044778005327904546,0.044778005327904546
2026-01-25,mmf,0.0447725135319923,0.0447725135319923
2026-01-26,mmf,0.04476702308278924,0.04476702308278924
2026-01-27,mmf,0.04476153397979754,0.04476153397979754
2026-01-28,mmf,0.04475604622252294,0.04475604622252294
2026-01-29,mmf,0.04475055981047116,0.04475055981047116
2026-01-30,mmf,0.04474507474315015,0.04474507474315015
2026-01-31,mmf,0.04473959102006009,0.04473959102006009
2026-02-01,mmf,0.04358770064510642,0.04358770064510642
2026-02-02,mmf,0.042437252281168014,0.042437252281168014
2026-02-03,mmf,0.041288243915929224,0.041288243915929224
2026-02-04,mmf,0.040140673540165706,0.040140673540165706
2026-02-05,mmf,0.03899453914774309,0.03899453914774309
2026-02-06,mmf,0.037849838735594554,0.037849838735594554
2026-02-07,mmf,0.036706570303738584,0.036706570303738584
2026-02-08,mmf,0.035564731855259435,0.035564731855259435
2026-02-09,mmf,0.034424321396296476,0.034424321396296476
2026-02-10,mmf,0.033285336936061505,0.033285336936061505
2026-02-11,mmf,0.03214777648680567,0.03214777648680567
2026-02-12,mmf,0.03101163806383478,0.03101163806383478
2026-02-13,mmf,0.02987691968550532,0.02987691968550532
2026-02-14,mmf,0.028743619373195806,0.028743619373195806
2026-02-15,mmf,0.027611735151331862,0.027611735151331862
2026-02-16,mmf,0.02648126504735626,0.02648126504735626
2026-02-17,mmf,0.02535220709174557,0.02535220709174557
2026-02-18,mmf,0.024224559317980843,0.024224559317980843
2026-02-19,mmf,0.023098319762572928,0.023098319762572928
2026-02-20,mmf,0.021973486465021397,0.021973486465021397
2026-02-21,mmf,0.02085005746784563,0.02085005746784563
2025-02-21,aave,0.0444897,0.044489699999999965
2025-02-24,aave,0.0417792,0.041779199999999905
2025-02-25,aave,0.0397985999999999,0.039798599999999906
2025-02-26,aave,0.0352677,0.0352676999999999
2025-02-27,aave,0.0328426,0.032842599999999944
2025-02-28,aave,0.0335155,0.03351550000000003
2025-03-03,aave,0.0338523,0.033852299999999946
2025-03-04,aave,0.0331658,0.03316579999999991
2025-03-05,aave,0.0336741,0.03367410000000004
2025-03-06,aave,0.0347455,0.034745500000000096
2025-03-07,aave,0.0337992,0.03379920000000003
2025-03-10,aave,0.0274869999999999,0.027486999999999817
2025-03-11,aave,0.0268137,0.02681369999999994
2025-03-12,aave,0.0266123999999999,0.02661239999999987
2025-03-13,aave,0.0266073,0.0266073
2025-03-14,aave,0.0271275999999999,0.027127599999999807
2025-03-17,aave,0.0267594,0.02675939999999999
2025-03-18,aave,0.0264739,0.02647390000000005
2025-03-19,aave,0.037794,0.037794000000000105
2025-03-20,aave,0.0343485,0.03434849999999989
2025-03-21,aave,0.0289412,0.0289412
2025-03-24,aave,0.0236524,0.023652400000000018
2025-03-25,aave,0.0248828,0.024882800000000094
2025-03-26,aave,0.0266265,0.02662650000000011
2025-03-27,aave,0.0265128,0.026512799999999892
2025-03-28,aave,0.0237418,0.023741800000000035
2025-03-31,aave,0.0323464,0.0323464
2025-04-01,aave,0.0299237999999999,0.029923799999999945
2025-04-02,aave,0.0298455,0.02984549999999997
2025-04-03,aave,0.0270048,0.02700480000000005
2025-04-04,aave,0.0266333999999999,0.24004645252707935
2025-04-07,aave,0.0184214,0.2580098484553206
2025-04-08,aave,0.018456,0.49099461363706376
2025-04-09,aave,0.0176389,0.4623433495348688
2025-04-10,aave,0.0171725,0.3142334889193723
2025-04-11,aave,0.0175322,0.19027395320445373
2025-04-14,aave,0.0171142,0.26225179280498523
2025-04-15,aave,0.0184808,0.33522554488797973
2025-04-16,aave,0.020652,0.4844676157046428
2025-04-17,aave,0.02022,0.4673360406083724
2025-04-18,aave,0.0207613,0.5069559816179834
2025-04-21,aave,0.0338732,0.45472426562900314
2025-04-22,aave,0.0312083,0.4386200997045937
2025-04-23,aave,0.0226266,0.3950150567151749
2025-04-24,aave,0.0203485,0.4177794472400638
2025-04-25,aave,0.0255468999999999,0.463734639975119
2025-04-28,aave,0.0181985,0.4257499743085187
2025-04-29,aave,0.0193317,0.3080048234447925
2025-04-30,aave,0.0198327999999999,0.08157138964136745
2025-05-01,aave,0.023849,0.12662363623946238
2025-05-02,aave,0.0250139999999999,-0.019438830567265364
2025-05-05,aave,0.0240871,-0.0592099744676462
2025-05-06,aave,0.0229721999999999,-0.07724881244470216
2025-05-07,aave,0.0384077,0.008325978020900848
2025-05-08,aave,0.0305494999999999,-0.014711714199785564
2025-05-09,aave,0.0277826,-0.002026808412149639
2025-05-12,aave,0.0374162,0.007327382385087677
2025-05-13,aave,0.03712,0.007039773255152593
2025-05-14,aave,0.0452838,0.041449249772661734
2025-05-15,aave,0.0342654,0.004267966967804737
2025-05-16,aave,0.0439978,-0.040894108156311226
2025-05-19,aave,0.0330306999999999,-0.05796906470765906
2025-05-20,aave,0.0355008,-0.2521506402153343
2025-05-21,aave,0.0353264,-0.26328563403169225
2025-05-22,aave,0.0369047,-0.26314733630187925
2025-05-23,aave,0.0368888999999999,-0.32013979745348675
2025-05-26,aave,0.0358106,-0.2992043581108893
2025-05-27,aave,0.0378603,-0.3010832284277808
2025-05-28,aave,0.0365343999999999,-0.2978864581680001
2025-05-29,aave,0.0362795,-0.2980591188552024
2025-05-30,aave,0.0379472999999999,-0.29692940722665706
2025-06-02,aave,0.0397005,-0.30912120059214254
2025-06-03,aave,0.0409938,-0.31503867626650117
2025-06-04,aave,0.0424617,-0.31645659652294433
2025-06-05,aave,0.0370138,-0.3300282396337485
2025-06-06,aave,0.0375457,-0.3100420493280325
2025-06-09,aave,0.0459845,-0.31687920346010257
2025-06-10,aave,0.0422642,-0.27357205807135876
2025-06-11,aave,0.0401235,-0.1944150343964084
2025-06-12,aave,0.0372711,-0.20856830671380544
2025-06-13,aave,0.0370399,-0.06547242881220161
2025-06-16,aave,0.0319709,-0.09065820056534013
2025-06-17,aave,0.0323055,-0.09025787798516582
2025-06-18,aave,0.0318621,-0.13306522506706953
2025-06-19,aave,0.0324645999999999,-0.04045669900282012
2025-06-20,aave,0.03209,-0.06252442723389062
2025-06-23,aave,0.0357221,0.013062221514145156
2025-06-24,aave,0.0355655,-0.08352437755721831
2025-06-25,aave,0.0330364,-0.14798644019975937
2025-06-26,aave,0.0315044,-0.18149958225481677
2025-06-27,aave,0.0269908,-0.13867904678764653
2025-06-30,aave,0.0287971,-0.11030269721415431
2025-07-01,aave,0.0306261,-0.12868805002917694
2025-07-02,aave,0.0321758,-0.08047963256515867
2025-07-03,aave,0.0344268,-0.0684535625519036
2025-07-04,aave,0.0328451,0.007942038108589067
2025-07-07,aave,0.0348063,0.02708034652922131
2025-07-08,aave,0.0346023,-0.01642014043617457
2025-07-09,aave,0.0373008,0.0010939533822333924
2025-07-10,aave,0.0398712,-0.013209337502687268
2025-07-11,aave,0.0424099,-0.018194752676038872
2025-07-14,aave,0.0374966,0.0374966000000001
2025-07-15,aave,0.0357941,0.01661279074847588
2025-07-16,aave,0.0468996,0.031368197066450554
2025-07-17,aave,0.0438625,0.08760136511694405
2025-07-18,aave,0.0358285,0.04750373968396482
2025-07-21,aave,0.0313539,0.058665534888262316
2025-07-22,aave,0.0329971,0.0643237030432422
2025-07-23,aave,0.0321554,0.05952229511539597
2025-07-24,aave,0.0319339,0.07127284711392634
2025-07-25,aave,0.0295274,0.045007133129640664
2025-07-28,aave,0.0329914,0.092459934220668
2025-07-29,aave,0.0332361,0.12520634824591226
2025-07-30,aave,0.0368139,0.1086528023585116
2025-07-31,aave,0.0384513,0.08564574055259633
2025-08-01,aave,0.0351345,0.11879282076365882
2025-08-04,aave,0.0361445,-0.03421152587720577
2025-08-05,aave,0.0343041,0.057632094916120646
2025-08-06,aave,0.0368247,0.09235118519946428
2025-08-07,aave,0.0361248,0.10504867458415901
2025-08-08,aave,0.0377975,0.1068326439650451
2025-08-11,aave,0.0406303,0.06825630175117814
2025-08-12,aave,0.0485737,0.12593525051945287
2025-08-13,aave,0.0513701,0.015705086518982947
2025-08-14,aave,0.0538462999999999,-0.00741658106045473
2025-08-15,aave,0.0543609,0.0347161634626465
2025-08-18,aave,0.0549343,0.0008905571432262782
2025-08-19,aave,0.0536452,0.08166912234904533
2025-08-20,aave,0.054749,0.07467148415322344
2025-08-21,aave,0.0527236,0.10521507723847989
2025-08-22,aave,0.0499735,0.15713747600669792
2025-08-25,aave,0.0394315,0.04685126048635424
2025-08-26,aave,0.0420354999999999,0.06925649989629878
2025-08-27,aave,0.0424711,0.11483930501755002
2025-08-28,aave,0.0406395,0.052329258328089434
2025-08-29,aave,0.0367216999999999,0.2026529113038611
2025-09-01,aave,0.0426623999999999,0.1273306439262505
2025-09-02,aave,0.0616872,0.1352030257255501
2025-09-03,aave,0.0450261,0.14645528472003133
2025-09-04,aave,0.0458345,0.15633909162929394
2025-09-05,aave,0.0460559,0.1309727343780609
2025-09-08,aave,0.0394835,0.011959952645567151
2025-09-09,aave,0.0428594,0.10689714560169561
2025-09-10,aave,0.0429513,0.09845693984808834
2025-09-11,aave,0.0453986,0.04926995124085942
2025-09-12,aave,0.0462748,-0.03733831478104688
2025-09-15,aave,0.0461923,0.06183080433011923
2025-09-16,aave,0.0888732,0.1384054095958278
2025-09-17,aave,0.0489021,0.10482926168786322
2025-09-18,aave,0.0499024,0.23149126249660323
2025-09-19,aave,0.050543,0.3117115344945274
2025-09-22,aave,0.0469724,0.34161028262798254
2025-09-23,aave,0.0536219999999999,0.3949706940947315
2025-09-24,aave,0.0483805,0.49684918129746825
2025-09-25,aave,0.0459581,0.6674234547194628
2025-09-26,aave,0.0510189999999999,0.6024138088535058
2025-09-29,aave,0.0435573,0.5229872293724174
2025-09-30,aave,0.0454738,0.4315764747599622
2025-10-01,aave,0.0470164,0.34417744189761956
2025-10-02,aave,0.0467415,0.30705325767253555
2025-10-03,aave,0.0469363,0.20949677305352576
2025-10-06,aave,0.0371583,0.29134329070144527
2025-10-07,aave,0.0360225,0.24275408102043583
2025-10-08,aave,0.0469336999999999,0.2137327832785878
2025-10-09,aave,0.0475824,0.2146486173119726
2025-10-10,aave,0.045351,0.0925797300200688
2025-10-13,aave,0.0421978999999999,0.15989883591744602
2025-10-14,aave,0.0396007,0.18290839269686687
2025-10-15,aave,0.037654,0.15952089223574295
2025-10-16,aave,0.0373648,0.1587293323557457
2025-10-17,aave,0.0378649,0.16782885405278725
2025-10-20,aave,0.0374424,0.2678552312262976
2025-10-21,aave,0.0301357,0.12111324926800315
2025-10-22,aave,0.0493666,0.14213032429014416
2025-10-23,aave,0.0418438,0.17197155912322848
2025-10-24,aave,0.0378464,0.21855127474666514
2025-10-27,aave,0.0375999,0.20678449985558411
2025-10-28,aave,0.0383995,0.17255201019815258
2025-10-29,aave,0.0373021,0.18869136252185226
2025-10-30,aave,0.0363023,0.1442729029551746
2025-10-31,aave,0.0346319,0.0653947035336453
2025-11-03,aave,0.0369337999999999,0.07556767699428457
2025-11-04,aave,0.036189,0.06065802566626122
2025-11-05,aave,0.0563856,0.07974257786847971
2025-11-06,aave,0.0496107,0.015052584610622866
2025-11-07,aave,0.0487808,0.014599555705017142
2025-11-10,aave,0.0472438,0.03205908308203553
2025-11-11,aave,0.0487383,0.06415443705680679
2025-11-12,aave,0.0432083999999999,0.11574721128845633
2025-11-13,aave,0.0317145,0.14281460786961575
2025-11-14,aave,0.0321824999999999,0.1596414018002743
2025-11-17,aave,0.0435652,0.18603766957805679
2025-11-18,aave,0.0352731,0.19829653185259644
2025-11-19,aave,0.0344627,0.13978859584248826
2025-11-20,aave,0.0294458,0.17857813898177888
2025-11-21,aave,0.0310495,0.14565938504841602
2025-11-24,aave,0.032306,0.13741230710375119
2025-11-25,aave,0.0327407,0.09905406281923201
2025-11-26,aave,0.0301413,0.10436696593669992
2025-11-27,aave,0.0294778999999999,0.08365721278300242
2025-11-28,aave,0.0307541,0.08893783067458139
2025-12-01,aave,0.0303829,0.09254757820117954
2025-12-02,aave,0.0448182,0.06803897775112744
2025-12-03,aave,0.0428537,0.0778279014022909
2025-12-04,aave,0.0433159,0.06257105967622234
2025-12-05,aave,0.0301928,0.06470012159868022
2025-12-08,aave,0.0405558,0.0991659480902749
2025-12-09,aave,0.0425107,0.08927829734569537
2025-12-10,aave,0.042815,0.09754406315048958
2025-12-11,aave,0.0394539999999999,0.06248544399850786
2025-12-12,aave,0.0390364,0.046663663324852944
2025-12-15,aave,0.0292657,0.03680986016936716
2025-12-16,aave,0.0235205,0.018312014824797274
2025-12-17,aave,0.0239732,0.009156799847516162
2025-12-18,aave,0.0242079,0.039993866025269664
2025-12-19,aave,0.0248974,0.06715586651852434
2025-12-22,aave,0.0257494,0.11940430529429902
2025-12-23,aave,0.0253306999999999,0.09072178906130501
2025-12-24,aave,0.0245136,0.0686624394901012
2025-12-25,aave,0.0240874999999999,0.04666198692130741
2025-12-26,aave,0.0239074,0.07036761754074794
2025-12-29,aave,0.024975,0.07061939247513727
2025-12-30,aave,0.0377478,0.05293357857686032
2025-12-31,aave,0.0326206,0.0195261114325902
2026-01-01,aave,0.0277147999999999,-0.012645566574841394
2026-01-02,aave,0.0279043,0.047552250192069545
2026-01-05,aave,0.0236753,0.05968485531437695
2026-01-06,aave,0.0243497,0.09374475968710194
2026-01-07,aave,0.0245325,0.11397140465014455
2026-01-08,aave,0.0321742,0.15125373425749333
2026-01-09,aave,0.02533,0.13937540846679974
2026-01-12,aave,0.0254056,0.1644638537878147
2026-01-13,aave,0.0249277,0.22466234475518676
2026-01-14,aave,0.0265781,0.22221712293629525
2026-01-15,aave,0.0278596,0.22342455575880082
2026-01-16,aave,0.0283544,0.22849582244985678
2026-01-19,aave,0.0296051999999999,0.2337629872037681
2026-01-20,aave,0.0405455,0.2789721489110497
2026-01-21,aave,0.0344762,0.23966654665280385
2026-01-22,aave,0.0342017,0.20869967843153936
2026-01-23,aave,0.0338486,0.17418573153400096
2026-01-26,aave,0.0265279,0.11207349381420562
2026-01-27,aave,0.0271285,0.08471580897754905
2026-01-28,aave,0.027667,0.04275516617774744
2026-01-29,aave,0.0269725,0.05153245539911455
2026-01-30,aave,0.0271373,0.06123977568798278
2026-02-02,aave,0.0259778999999999,0.04096440796878098
2026-02-03,aave,0.024553,0.017144546318420106
2026-02-04,aave,0.0220919,0.033280619001278655
2026-02-05,aave,0.0213586,0.07839467914646048
2026-02-06,aave,0.0211252,0.10574658458913277
2026-02-09,aave,0.0187453,0.029877352375730526
2026-02-10,aave,0.0181361,0.04430837775390173
2026-02-11,aave,0.018358,0.09917843333976473
2026-02-12,aave,0.0181983,0.12722312007207126
2026-02-13,aave,0.0188194,0.1034329819363431
2026-02-16,aave,0.0181693,0.0868060720783741
2026-02-17,aave,0.018434,0.0792186181560639
2026-02-18,aave,0.0182390999999999,0.09855140380241845
2026-02-19,aave,0.017936,0.08243795561623246
2026-02-20,aave,0.0229509,0.07215867776506024
2025-12-01,pendle_pt,0.0601827,0.06018269999999992
2025-12-02,pendle_pt,0.2967212999999999,0.29672129999999997
2025-12-03,pendle_pt,0.2607276,0.26072760000000006
2025-12-04,pendle_pt,0.2773078,0.2773078
2025-12-05,pendle_pt,0.259438,0.25943800000000006
2025-12-08,pendle_pt,0.2522945,0.2522945000000001
2025-12-09,pendle_pt,0.0985163,0.0985163
2025-12-10,pendle_pt,0.1117125,0.1117125000000001
2025-12-11,pendle_pt,0.1326476,0.1326476000000001
2025-12-12,pendle_pt,0.142544,0.142544
2025-12-15,pendle_pt,0.1823399,0.1823399000000001
2025-12-16,pendle_pt,0.1878137,0.18781369999999997
2025-12-17,pendle_pt,0.1785238999999999,0.17852389999999985
2025-12-18,pendle_pt,0.1697901999999999,0.1697902
2025-12-19,pendle_pt,0.1611567,0.16115670000000004
2025-12-22,pendle_pt,0.1543754,0.15437539999999994
2025-12-23,pendle_pt,0.1386261,0.13862609999999997
2025-12-24,pendle_pt,0.1375031,0.1375031
2025-12-25,pendle_pt,0.1322977,0.13229770000000007
2025-12-26,pendle_pt,0.1357628,0.13576279999999996
2025-12-29,pendle_pt,0.1394296,0.13942959999999993
2025-12-30,pendle_pt,0.1398762,0.1398762
2025-12-31,pendle_pt,0.1427129,0.14271290000000003
2026-01-01,pendle_pt,0.1559387,0.1559387000000001
2026-01-02,pendle_pt,0.1577161,0.15771610000000003
2026-01-05,pendle_pt,0.1604325,0.16043249999999998
2026-01-06,pendle_pt,0.1578707,0.15787069999999992
2026-01-07,pendle_pt,0.1537337,0.15373370000000008
2026-01-08,pendle_pt,0.1496498,0.14964979999999994
2026-01-09,pendle_pt,0.1478145,0.14781449999999996
2026-01-12,pendle_pt,0.1380243,0.2923551052209783
2026-01-13,pendle_pt,0.1363861,0.3578414026405978
2026-01-14,pendle_pt,0.1344108,0.3505999243543778
2026-01-15,pendle_pt,0.1365233,0.3527630752410409
2026-01-16,pendle_pt,0.1351909,0.3561251630110136
2026-01-19,pendle_pt,0.1300442,0.3541177801591253
2026-01-20,pendle_pt,0.1293272,0.3880969508855683
2026-01-21,pendle_pt,0.1307075,0.35498551034757986
2026-01-22,pendle_pt,0.1225773,0.3119866477927329
2026-01-23,pendle_pt,0.1234889,0.2759940245765482
2026-01-26,pendle_pt,0.1251155,0.21887688101757052
2026-01-27,pendle_pt,0.1265822,0.18974551134810036
2026-01-28,pendle_pt,0.1246427,0.1411546595629618
2026-01-29,pendle_pt,0.1217963999999999,0.14862406047862708
2026-01-30,pendle_pt,0.1195058,0.1566750463383968
2026-02-02,pendle_pt,0.1134185,0.12968225697063107
2026-02-03,pendle_pt,0.1115157,0.10347842659413531
2026-02-04,pendle_pt,0.1117174,0.12388723873703733
2026-02-05,pendle_pt,0.1122106,0.17432015859101058
2026-02-06,pendle_pt,0.1144492,0.2068044120330117
2026-02-09,pendle_pt,0.1142214,0.12639674057134775
2026-02-10,pendle_pt,0.1141548,0.14279534116777026
2026-02-11,pendle_pt,0.116399,0.20500030814515124
2026-02-12,pendle_pt,0.1163532999999999,0.23588818595430094
2026-02-13,pendle_pt,0.1161904,0.20889070377018704
2026-02-16,pendle_pt,0.1148976,0.19005501484439402
2026-02-17,pendle_pt,0.1141418,0.1806386803915716
2026-02-18,pendle_pt,0.1127203,0.20048468734352087
2026-02-19,pendle_pt,0.1134435,0.18399732972817784
2026-02-20,pendle_pt,0.1121673,0.1656667214638914
2025-12-01,pendle_yt,0.0601827,0.06018269999999992
2025-12-02,pendle_yt,0.2967212999999999,0.29672129999999997
2025-12-03,pendle_yt,0.2607276,0.26072760000000006
2025-12-04,pendle_yt,0.2773078,0.2773078
2025-12-05,pendle_yt,0.259438,0.25943800000000006
2025-12-08,pendle_yt,0.2522945,0.2522945000000001
2025-12-09,pendle_yt,0.0985163,0.0985163
2025-12-10,pendle_yt,0.1117125,0.1117125000000001
2025-12-11,pendle_yt,0.1326476,0.1326476000000001
2025-12-12,pendle_yt,0.142544,0.142544
2025-12-15,pendle_yt,0.1823399,0.1823399000000001
2025-12-16,pendle_yt,0.1878137,0.18781369999999997
2025-12-17,pendle_yt,0.1785238999999999,0.17852389999999985
2025-12-18,pendle_yt,0.1697901999999999,0.1697902
2025-12-19,pendle_yt,0.1611567,0.16115670000000004
2025-12-22,pendle_yt,0.1543754,0.15437539999999994
2025-12-23,pendle_yt,0.1386261,0.13862609999999997
2025-12-24,pendle_yt,0.1375031,0.1375031
2025-12-25,pendle_yt,0.1322977,0.13229770000000007
2025-12-26,pendle_yt,0.1357628,0.13576279999999996
2025-12-29,pendle_yt,0.1394296,0.13942959999999993
2025-12-30,pendle_yt,0.1398762,0.1398762
2025-12-31,pendle_yt,0.1427129,0.14271290000000003
2026-01-01,pendle_yt,0.1559387,0.1559387000000001
2026-01-02,pendle_yt,0.1577161,0.15771610000000003
2026-01-05,pendle_yt,0.1604325,0.16043249999999998
2026-01-06,pendle_yt,0.1578707,0.15787069999999992
2026-01-07,pendle_yt,0.1537337,0.15373370000000008
2026-01-08,pendle_yt,0.1496498,0.14964979999999994
2026-01-09,pendle_yt,0.1478145,0.14781449999999996
2026-01-12,pendle_yt,0.1380243,0.2923551052209783
2026-01-13,pendle_yt,0.1363861,0.3578414026405978
2026-01-14,pendle_yt,0.1344108,0.3505999243543778
2026-01-15,pendle_yt,0.1365233,0.3527630752410409
2026-01-16,pendle_yt,0.1351909,0.3561251630110136
2026-01-19,pendle_yt,0.1300442,0.3541177801591253
2026-01-20,pendle_yt,0.1293272,0.3880969508855683
2026-01-21,pendle_yt,0.1307075,0.35498551034757986
2026-01-22,pendle_yt,0.1225773,0.3119866477927329
2026-01-23,pendle_yt,0.1234889,0.2759940245765482
2026-01-26,pendle_yt,0.1251155,0.21887688101757052
2026-01-27,pendle_yt,0.1265822,0.18974551134810036
2026-01-28,pendle_yt,0.1246427,0.1411546595629618
2026-01-29,pendle_yt,0.1217963999999999,0.14862406047862708
2026-01-30,pendle_yt,0.1195058,0.1566750463383968
2026-02-02,pendle_yt,0.1134185,0.12968225697063107
2026-02-03,pendle_yt,0.1115157,0.10347842659413531
2026-02-04,pendle_yt,0.1117174,0.12388723873703733
2026-02-05,pendle_yt,0.1122106,0.17432015859101058
2026-02-06,pendle_yt,0.1144492,0.2068044120330117
2026-02-09,pendle_yt,0.1142214,0.12639674057134775
2026-02-10,pendle_yt,0.1141548,0.14279534116777026
2026-02-11,pendle_yt,0.116399,0.20500030814515124
2026-02-12,pendle_yt,0.1163532999999999,0.23588818595430094
2026-02-13,pendle_yt,0.1161904,0.20889070377018704
2026-02-16,pendle_yt,0.1148976,0.19005501484439402
2026-02-17,pendle_yt,0.1141418,0.1806386803915716
2026-02-18,pendle_yt,0.1127203,0.20048468734352087
2026-02-19,pendle_yt,0.1134435,0.18399732972817784
2026-02-20,pendle_yt,0.1121673,0.1656667214638914
