# fetched: 2026-02-21
date,instrument,yield_annual,currency,source,notes
2025-10-04,aave,0.0447393,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-10-05,aave,0.0394644,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-10-06,aave,0.0371583,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-10-07,aave,0.0360225,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-10-08,aave,0.046933699999999995,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-10-09,aave,0.0475824,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-10-10,aave,0.045351,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-10-11,aave,0.0489587,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-10-12,aave,0.0470167,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-10-13,aave,0.042197899999999997,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-10-14,aave,0.0396007,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-10-15,aave,0.037654,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-10-16,aave,0.0373648,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-10-17,aave,0.0378649,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-10-18,aave,0.0364517,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-10-19,aave,0.039224999999999996,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-10-20,aave,0.0374424,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-10-21,aave,0.0301357,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-10-22,aave,0.0493666,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-10-23,aave,0.0418438,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-10-24,aave,0.0378464,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-10-25,aave,0.0368924,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-10-26,aave,0.0351478,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-10-27,aave,0.0375999,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-10-28,aave,0.0383995,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-10-29,aave,0.0373021,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-10-30,aave,0.0363023,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-10-31,aave,0.0346319,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-11-01,aave,0.0322206,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-11-02,aave,0.0344157,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-11-03,aave,0.036933799999999996,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-11-04,aave,0.036189,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-11-05,aave,0.0563856,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-11-06,aave,0.0496107,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-11-07,aave,0.0487808,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-11-08,aave,0.0470794,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-11-09,aave,0.0470669,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-11-10,aave,0.0472438,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-11-11,aave,0.0487383,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-11-12,aave,0.043208399999999994,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-11-13,aave,0.0317145,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-11-14,aave,0.032182499999999996,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-11-15,aave,0.032212700000000004,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-11-16,aave,0.09116809999999999,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-11-17,aave,0.0435652,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-11-18,aave,0.0352731,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-11-19,aave,0.0344627,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-11-20,aave,0.0294458,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-11-21,aave,0.0310495,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-11-22,aave,0.0312309,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-11-23,aave,0.0322844,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-11-24,aave,0.032306,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-11-25,aave,0.0327407,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-11-26,aave,0.030141300000000003,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-11-27,aave,0.029477899999999998,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-11-28,aave,0.030754100000000003,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-11-29,aave,0.0311967,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-11-30,aave,0.0308142,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-12-01,aave,0.0303829,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-12-02,aave,0.0448182,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-12-03,aave,0.0428537,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-12-04,aave,0.043315900000000004,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-12-05,aave,0.030192800000000002,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-12-06,aave,0.0303754,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-12-07,aave,0.029923,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-12-08,aave,0.0405558,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-12-09,aave,0.042510700000000005,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-12-10,aave,0.042815000000000006,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-12-11,aave,0.039453999999999996,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-12-12,aave,0.0390364,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-12-13,aave,0.0388098,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-12-14,aave,0.0286294,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-12-15,aave,0.0292657,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-12-16,aave,0.023520500000000003,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-12-17,aave,0.0239732,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-12-18,aave,0.0242079,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-12-19,aave,0.0248974,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-12-20,aave,0.0249037,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-12-21,aave,0.024313099999999997,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-12-22,aave,0.0257494,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-12-23,aave,0.025330699999999998,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-12-24,aave,0.024513600000000003,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-12-25,aave,0.024087499999999998,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-12-26,aave,0.023907400000000002,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-12-27,aave,0.0237989,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-12-28,aave,0.0239655,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-12-29,aave,0.024975,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-12-30,aave,0.0377478,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-12-31,aave,0.0326206,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2026-01-01,aave,0.027714799999999998,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2026-01-02,aave,0.027904300000000003,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2026-01-03,aave,0.0256296,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2026-01-04,aave,0.025914299999999998,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2026-01-05,aave,0.0236753,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2026-01-06,aave,0.0243497,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2026-01-07,aave,0.024532500000000002,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2026-01-08,aave,0.0321742,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2026-01-09,aave,0.02533,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2026-01-10,aave,0.025337000000000002,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2026-01-11,aave,0.0252902,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2026-01-12,aave,0.0254056,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2026-01-13,aave,0.0249277,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2026-01-14,aave,0.0265781,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2026-01-15,aave,0.0278596,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2026-01-16,aave,0.028354400000000002,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2026-01-17,aave,0.028976199999999997,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2026-01-18,aave,0.0283824,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2026-01-19,aave,0.029605199999999998,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2026-01-20,aave,0.0405455,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2026-01-21,aave,0.0344762,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2026-01-22,aave,0.0342017,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2026-01-23,aave,0.0338486,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2026-01-24,aave,0.0263726,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2026-01-25,aave,0.0253601,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2026-01-26,aave,0.0265279,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2026-01-27,aave,0.0271285,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2026-01-28,aave,0.027667,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2026-01-29,aave,0.0269725,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2026-01-30,aave,0.0271373,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2026-01-31,aave,0.0261971,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2026-02-01,aave,0.027073399999999997,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2026-02-02,aave,0.025977899999999998,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2026-02-03,aave,0.024553,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2026-02-04,aave,0.0220919,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2026-02-05,aave,0.021358600000000002,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2026-02-06,aave,0.0211252,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2026-02-07,aave,0.0202576,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2026-02-08,aave,0.0185029,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2026-02-09,aave,0.0187453,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2026-02-10,aave,0.0181361,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2026-02-11,aave,0.018358,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2026-02-12,aave,0.0181983,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2026-02-13,aave,0.0188194,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2026-02-14,aave,0.017412,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2026-02-15,aave,0.0176862,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2026-02-16,aave,0.0181693,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2026-02-17,aave,0.018434,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2026-02-18,aave,0.018239099999999998,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2026-02-19,aave,0.017936,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2026-02-20,aave,0.0229509,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2026-02-21,aave,0.022913299999999998,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
